Respondent ID,Collector ID,Start Date,End Date,Do you think you will participate in the 2020 presidential primary?,What best describes your political beliefs?,Are you a registered voter?,Which race/ethnicity best describes you? (Please choose only one.),Who do you think you will vote for in the 2020 general election?,What should the consequences be for a public official who encourages a foreign power to intervene in an upcoming domestic election in their favor?,Impeachment is the first step in the process of removing a president from office. Do you think the House of Representatives should impeach President Trump?,How familiar would you say you are with the situation stemming from President Trump's conversation with Ukrainian President Zelensky related to Democratic candidate Joe Biden?,Do you believe launching a formal impeachment inquiry into President Trump will overall work out in Democrats' favor electorally?,Do you believe launching a formal impeachment inquiry into President Trump for soliciting foreign interference in a US election is the right thing to do?,Age,Gender,Household Income,Region,Device Type
11020626393,247023108,2019-09-25 23:33:45,2019-09-25 23:38:18,I don't know or I'd rather not say,I don't know or I'd rather not say,Yes,Hispanic or Latino,Probably the Democratic nominee,I don't know,I strongly support impeachment,Very familiar,I don't know,Probably yes,45-60,Female,"$0-$9,999",New England,iOS Phone / Tablet
11020625073,247023108,2019-09-25 23:32:49,2019-09-25 23:37:19,"Yes, I will likely vote in my state's Republican primary or caucus",Very conservative,Yes,White or Caucasian,Probably the Republican nominee,I don't know,I strongly oppose impeachment,Somewhat familiar,Probably would not,Definitely not,> 60,Female,"$100,000-$124,999",South Atlantic,iOS Phone / Tablet
11020624372,247023108,2019-09-25 23:33:58,2019-09-25 23:36:48,"Yes, I will likely vote in my state's Republican primary or caucus",Neither liberal nor conservative,Yes,White or Caucasian,Probably the Republican nominee,"I think that merits investigation and possibly censure, penalties or discipline",I oppose impeachment,Somewhat familiar,Definitely would not,Probably not,30-44,Male,"$50,000-$74,999",South Atlantic,iOS Phone / Tablet
11020623553,247023108,2019-09-25 23:35:50,2019-09-25 23:38:24,"Yes, I will likely vote in my state's Democratic primary or caucus",Slightly liberal,Yes,White or Caucasian,Probably the Democratic nominee,I think that merits investigation and possibly removal from office.,I strongly support impeachment,Very familiar,Probably would,Definitely not,> 60,Female,"$25,000-$49,999",South Atlantic,MacOS Desktop / Laptop
11020622911,247023108,2019-09-25 23:35:22,2019-09-25 23:39:25,"Yes, I will likely vote in my state's Republican primary or caucus",Moderately liberal,Yes,White or Caucasian,Probably the Democratic nominee,I think that merits investigation and possibly removal from office.,I strongly support impeachment,Very familiar,Probably would not,Probably yes,> 60,Female,"$50,000-$74,999",South Atlantic,Windows Desktop / Laptop
11020622621,247023108,2019-09-25 23:32:52,2019-09-25 23:49:44,"Yes, I will likely vote in my state's Republican primary or caucus",Very conservative,Yes,Hispanic or Latino,Probably the Republican nominee,I don't know,I strongly oppose impeachment,Somewhat familiar,Definitely would not,Definitely not,45-60,Female,"$50,000-$74,999",West South Central,Windows Desktop / Laptop
11020622037,247023108,2019-09-25 23:32:58,2019-09-25 23:35:08,"Yes, I will likely vote in my state's Republican primary or caucus",I don't know or I'd rather not say,Yes,White or Caucasian,Probably the Republican nominee,"I think that merits investigation and possibly censure, penalties or discipline",I strongly oppose impeachment,Somewhat familiar,Probably would not,Probably not,18-29,Male,"$25,000-$49,999",Middle Atlantic,Android Phone / Tablet
11020621398,247023108,2019-09-25 23:04:36,2019-09-25 23:37:51,I don't know or I'd rather not say,I don't know or I'd rather not say,Unsure / Don’t know,White or Caucasian,I'm not sure at this time,I think that merits investigation and possibly removal from office.,I don't know,Not so familiar,Probably would not,Probably yes,45-60,Female,Prefer not to answer,West North Central,Android Phone / Tablet
11020621145,247023108,2019-09-25 23:31:24,2019-09-25 23:34:26,"Yes, I will likely vote in my state's Republican primary or caucus",Moderately conservative,Yes,White or Caucasian,Probably the Republican nominee,"I think that merits investigation and possibly censure, penalties or discipline",I don't know,Not at all familiar,I don't know,I don't know,45-60,Female,"$50,000-$74,999",South Atlantic,iOS Phone / Tablet
11020620716,247023108,2019-09-25 23:30:46,2019-09-25 23:34:07,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately conservative,Yes,Black or African American,Probably the Democratic nominee,I think that merits investigation and possibly removal from office.,I strongly support impeachment,Somewhat familiar,Probably would,Probably yes,45-60,Female,"$150,000-$174,999",West North Central,iOS Phone / Tablet
11020620324,247023108,2019-09-25 23:33:03,2019-09-25 23:37:38,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,Black or African American,I'm not sure at this time,I think that merits investigation and possibly removal from office.,I strongly support impeachment,Somewhat familiar,Probably would not,Definitely yes,> 60,Female,"$75,000-$99,999",Pacific,iOS Phone / Tablet
11020619225,247023108,2019-09-25 23:31:36,2019-09-25 23:32:55,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,Black or African American,Probably the Democratic nominee,I think that merits investigation and possibly removal from office.,I support impeachment,Not so familiar,Definitely would not,Probably not,45-60,Female,"$25,000-$49,999",West North Central,Android Phone / Tablet
11020619048,247023108,2019-09-25 23:32:08,2019-09-25 23:36:08,I don't know or I'd rather not say,Neither liberal nor conservative,Yes,White or Caucasian,Probably the Democratic nominee,I don't know,I oppose impeachment,Not so familiar,I don't know,I don't know,45-60,Female,"$0-$9,999",South Atlantic,Android Phone / Tablet
11020618905,247023108,2019-09-25 23:31:39,2019-09-25 23:37:26,I don't know or I'd rather not say,Moderately liberal,Yes,Asian or Asian American,Probably the Democratic nominee,I think that merits investigation and possibly removal from office.,I support impeachment,Very familiar,Probably would,Definitely yes,> 60,Male,"$200,000+",New England,Windows Desktop / Laptop
11020618879,247023108,2019-09-25 23:29:46,2019-09-25 23:32:39,"Yes, I will likely vote in my state's Democratic primary or caucus",Neither liberal nor conservative,Yes,White or Caucasian,I'm not sure at this time,I don't know,I don't know,Not so familiar,I don't know,I don't know,45-60,Female,"$10,000-$24,999",East North Central,iOS Phone / Tablet
11020618277,247023108,2019-09-25 23:31:10,2019-09-25 23:35:45,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,White or Caucasian,Probably the Democratic nominee,I think that merits investigation and possibly removal from office.,I strongly support impeachment,Extremely familiar,Probably would,Definitely yes,> 60,Female,"$10,000-$24,999",South Atlantic,Windows Desktop / Laptop
11020618239,247023108,2019-09-25 23:31:19,2019-09-25 23:36:20,"Yes, I will likely vote in my state's Republican primary or caucus",Moderately conservative,Yes,White or Caucasian,I'm not sure at this time,"I think that merits investigation and possibly censure, penalties or discipline",I oppose impeachment,Somewhat familiar,Probably would not,Probably not,> 60,Female,"$75,000-$99,999",Middle Atlantic,Windows Desktop / Laptop
11020618084,247023108,2019-09-25 23:30:58,2019-09-25 23:37:46,"Yes, I will likely vote in my state's Democratic primary or caucus",Slightly liberal,Yes,White or Caucasian,Probably the Democratic nominee,I think that merits investigation and possibly removal from office.,I strongly support impeachment,Extremely familiar,I don't know,Definitely yes,> 60,Female,"$50,000-$74,999",Middle Atlantic,Windows Desktop / Laptop
11020618013,247023108,2019-09-25 23:30:45,2019-09-25 23:31:58,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",Slightly conservative,Unsure / Don’t know,Asian or Asian American,Probably the Democratic nominee,I think that merits investigation and possibly removal from office.,I don't know,Not at all familiar,I don't know,I don't know,30-44,Male,"$10,000-$24,999",Pacific,Android Phone / Tablet
11020617533,247023108,2019-09-25 23:29:01,2019-09-25 23:36:47,"Yes, I will likely vote in my state's Republican primary or caucus",Slightly conservative,Yes,White or Caucasian,I'm not sure at this time,"I think that merits investigation and possibly censure, penalties or discipline",I strongly oppose impeachment,Somewhat familiar,I don't know,Probably not,> 60,Female,Prefer not to answer,South Atlantic,Windows Desktop / Laptop
11020616746,247023108,2019-09-25 23:30:20,2019-09-25 23:33:37,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",Very conservative,Yes,Black or African American,Probably the Democratic nominee,"I think that merits investigation and possibly censure, penalties or discipline",I strongly support impeachment,Somewhat familiar,I don't know,Definitely yes,45-60,Female,"$10,000-$24,999",South Atlantic,Other
11020616719,247023108,2019-09-25 23:27:34,2019-09-25 23:30:58,"Yes, I will likely vote in my state's Democratic primary or caucus",Slightly liberal,Yes,Asian or Asian American,Probably the Democratic nominee,I think that merits investigation and possibly removal from office.,I strongly support impeachment,Very familiar,Definitely would,Definitely yes,45-60,Female,"$100,000-$124,999",Pacific,iOS Phone / Tablet
11020616548,247023108,2019-09-25 23:29:49,2019-09-25 23:37:18,"Yes, I will likely vote in my state's Republican primary or caucus",Very conservative,Yes,Hispanic or Latino,Probably the Republican nominee,I do not think that warrants any action,I strongly oppose impeachment,Extremely familiar,Definitely would not,Definitely not,> 60,Female,"$50,000-$74,999",Mountain,iOS Phone / Tablet
11020616286,247023108,2019-09-25 23:29:29,2019-09-25 23:30:42,"Yes, I will likely vote in my state's Republican primary or caucus",Slightly conservative,Yes,White or Caucasian,Probably the Republican nominee,I think the matter should be looked into but don't see any immediate issue,I strongly support impeachment,Not so familiar,Probably would not,Definitely yes,45-60,Female,"$200,000+",Pacific,iOS Phone / Tablet
11020615847,247023108,2019-09-25 23:29:33,2019-09-25 23:34:35,"Yes, I will likely vote in my state's Democratic primary or caucus",Slightly liberal,Yes,White or Caucasian,Probably the Democratic nominee,"I think that merits investigation and possibly censure, penalties or discipline",I support impeachment,Somewhat familiar,I don't know,I don't know,> 60,Female,"$200,000+",Pacific,iOS Phone / Tablet
11020615621,247023108,2019-09-25 23:29:19,2019-09-25 23:30:11,"Yes, I will likely vote in my state's Republican primary or caucus",Moderately conservative,Yes,White or Caucasian,Probably the Republican nominee,I think the matter should be looked into but don't see any immediate issue,I strongly oppose impeachment,Not so familiar,Probably would,Probably yes,45-60,Female,"$25,000-$49,999",Mountain,iOS Phone / Tablet
11020615618,247023108,2019-09-25 23:29:44,2019-09-25 23:34:00,"Yes, I will likely vote in my state's Republican primary or caucus",Slightly conservative,Yes,White or Caucasian,Probably the Republican nominee,"I think that merits investigation and possibly censure, penalties or discipline",I strongly oppose impeachment,Very familiar,Probably would,Definitely not,45-60,Female,"$100,000-$124,999",Mountain,Android Phone / Tablet
11020614439,247023108,2019-09-25 23:25:55,2019-09-25 23:29:18,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,White or Caucasian,Probably the Democratic nominee,I think that merits investigation and possibly removal from office.,I strongly support impeachment,Very familiar,Probably would,Definitely yes,> 60,Female,"$25,000-$49,999",South Atlantic,iOS Phone / Tablet
11020614319,247023108,2019-09-25 23:29:04,2019-09-25 23:29:32,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",Slightly liberal,No,Hispanic or Latino,I'm not sure at this time,"I think that merits investigation and possibly censure, penalties or discipline",I oppose impeachment,Very familiar,I don't know,Definitely yes,18-29,Male,"$10,000-$24,999",West South Central,iOS Phone / Tablet
11020614049,247023108,2019-09-25 23:23:08,2019-09-25 23:28:58,"Yes, I will likely vote in my state's Democratic primary or caucus",Very liberal,Yes,White or Caucasian,Probably the Democratic nominee,I think that merits investigation and possibly removal from office.,I strongly support impeachment,Very familiar,Probably would,Definitely yes,45-60,Female,"$10,000-$24,999",South Atlantic,iOS Phone / Tablet
11020613864,247023108,2019-09-25 23:28:14,2019-09-25 23:31:07,"Yes, I will likely vote in my state's Republican primary or caucus",Very conservative,Yes,White or Caucasian,Probably the Republican nominee,I think the matter should be looked into but don't see any immediate issue,I strongly oppose impeachment,Very familiar,Definitely would not,Definitely not,> 60,Female,"$50,000-$74,999",Pacific,Windows Desktop / Laptop
