Respondent ID,Collector ID,Start Date,End Date,Do you think you will participate in the 2020 presidential primary?,What best describes your political beliefs?,Are you a registered voter?,Which race/ethnicity best describes you? (Please choose only one.),"Facebook co-founder Chris Hughes has called on the federal government to start anti-trust action against the company and to break it up, such as requiring it to spin off WhatsApp and Instagram as separate companies. Do you oppose or support anti-trust action against Facebook?",Age,Gender,Household Income,Region,Device Type
10723446419,233578950,2019-05-11 14:34:03,2019-05-11 14:36:38,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",I don't know or I'd rather not say,Unsure / Don’t know,Asian or Asian American,Neither support nor oppose,18-29,Female,"$50,000-$74,999",Pacific,Android Phone / Tablet
10723445125,233578950,2019-05-11 14:32:41,2019-05-11 14:35:51,"Yes, I will likely vote in my state's Democratic primary or caucus",I don't know or I'd rather not say,Yes,Hispanic or Latino,Strongly support,30-44,Male,"$25,000-$49,999",Pacific,Android Phone / Tablet
10723444766,233578950,2019-05-11 14:31:45,2019-05-11 14:32:40,"Yes, I will likely vote in my state's Republican primary or caucus",Slightly conservative,Yes,White or Caucasian,,,,,,
10723444262,233578950,2019-05-11 14:31:33,2019-05-11 14:33:49,"Yes, I will likely vote in my state's Democratic primary or caucus",Slightly conservative,Yes,White or Caucasian,I don't know,18-29,Female,"$25,000-$49,999",Mountain,iOS Phone / Tablet
10723444216,233578950,2019-05-11 14:31:28,2019-05-11 14:34:36,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,Asian or Asian American,Somewhat oppose,18-29,Female,Prefer not to answer,Pacific,iOS Phone / Tablet
10723444046,233578950,2019-05-11 14:31:21,2019-05-11 14:34:53,"Yes, I will likely vote in my state's Democratic primary or caucus",Very liberal,Yes,White or Caucasian,Neither support nor oppose,30-44,Female,"$175,000-$199,999",South Atlantic,Android Phone / Tablet
10723443949,233578950,2019-05-11 14:31:09,2019-05-11 14:35:01,I don't know or I'd rather not say,Moderately conservative,Unsure / Don’t know,White or Caucasian,Neither support nor oppose,18-29,Female,"$25,000-$49,999",East North Central,iOS Phone / Tablet
10723443504,233578950,2019-05-11 14:31:02,2019-05-11 14:32:40,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,White or Caucasian,Strongly oppose,18-29,Female,"$0-$9,999",South Atlantic,iOS Phone / Tablet
10723443024,233578950,2019-05-11 14:30:24,2019-05-11 14:31:52,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,Hispanic or Latino,Somewhat oppose,,,,,
10723440854,233578950,2019-05-11 14:27:28,2019-05-11 14:29:09,I don't know or I'd rather not say,I don't know or I'd rather not say,Yes,White or Caucasian,I don't know,45-60,Female,"$25,000-$49,999",South Atlantic,iOS Phone / Tablet
10723436122,233578950,2019-05-11 14:22:14,2019-05-11 14:23:28,"Yes, I will likely vote in my state's Republican primary or caucus",Neither liberal nor conservative,No,Hispanic or Latino,Somewhat support,30-44,Female,"$100,000-$124,999",West South Central,iOS Phone / Tablet
10723435831,233578950,2019-05-11 14:21:33,2019-05-11 14:26:53,"Yes, I will likely vote in my state's Democratic primary or caucus",Slightly conservative,Yes,White or Caucasian,Strongly support,18-29,Female,"$50,000-$74,999",West North Central,Android Phone / Tablet
10723433033,233578950,2019-05-11 14:17:33,2019-05-11 14:25:41,"Yes, I will likely vote in my state's Democratic primary or caucus",Slightly conservative,Yes,White or Caucasian,Somewhat support,30-44,Female,"$25,000-$49,999",East South Central,Android Phone / Tablet
10723432502,233578950,2019-05-11 14:18:06,2019-05-11 14:25:36,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,Black or African American,I don't know,,,,,
10723432299,233578950,2019-05-11 14:17:49,2019-05-11 14:22:57,"Yes, I will likely vote in my state's Democratic primary or caucus",Slightly liberal,Yes,White or Caucasian,Somewhat support,18-29,Male,"$25,000-$49,999",Pacific,Android Phone / Tablet
10723432010,233578950,2019-05-11 14:16:17,2019-05-11 14:19:56,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",Moderately conservative,Yes,White or Caucasian,Strongly oppose,30-44,Female,"$0-$9,999",South Atlantic,iOS Phone / Tablet
10723431766,233578950,2019-05-11 14:16:46,2019-05-11 14:23:26,"Yes, I will likely vote in my state's Democratic primary or caucus",Neither liberal nor conservative,Yes,White or Caucasian,Strongly support,,,,,
10723430778,233578950,2019-05-11 14:16:04,2019-05-11 14:20:07,"Yes, I will likely vote in my state's Democratic primary or caucus",Neither liberal nor conservative,Yes,White or Caucasian,Neither support nor oppose,30-44,Female,"$100,000-$124,999",Pacific,Android Phone / Tablet
10723428713,233578950,2019-05-11 14:13:49,2019-05-11 14:14:52,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",I don't know or I'd rather not say,Yes,White or Caucasian,I don't know,18-29,Female,"$0-$9,999",East South Central,Android Phone / Tablet
10723427720,233578950,2019-05-11 14:10:24,2019-05-11 14:15:50,I don't know or I'd rather not say,Neither liberal nor conservative,Yes,White or Caucasian,I don't know,18-29,Female,"$50,000-$74,999",Mountain,Android Phone / Tablet
10723426468,233578950,2019-05-11 14:11:19,2019-05-11 14:12:15,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",Very liberal,Yes,White or Caucasian,Strongly support,45-60,Female,"$50,000-$74,999",West North Central,iOS Phone / Tablet
10723425510,233578950,2019-05-11 14:09:55,2019-05-11 14:14:30,"Yes, I will likely vote in my state's Republican primary or caucus",Slightly liberal,Yes,White or Caucasian,Neither support nor oppose,45-60,Male,"$200,000+",Middle Atlantic,Android Phone / Tablet
10723423406,233578950,2019-05-11 14:07:15,2019-05-11 14:10:57,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,White or Caucasian,I don't know,30-44,Female,"$10,000-$24,999",West South Central,Android Phone / Tablet
10723421464,233578950,2019-05-11 14:05:27,2019-05-11 14:08:34,"Yes, I will likely vote in my state's Democratic primary or caucus",Very liberal,Yes,White or Caucasian,Neither support nor oppose,18-29,Female,"$25,000-$49,999",Mountain,iOS Phone / Tablet
10723418621,233578950,2019-05-11 14:02:07,2019-05-11 14:06:00,I don't know or I'd rather not say,Moderately liberal,Yes,White or Caucasian,Strongly support,18-29,Male,"$25,000-$49,999",Middle Atlantic,Android Phone / Tablet
10723417782,233578950,2019-05-11 14:01:12,2019-05-11 14:05:09,"Yes, I will likely vote in my state's Republican primary or caucus",Slightly conservative,Yes,White or Caucasian,Neither support nor oppose,18-29,Female,"$0-$9,999",Mountain,Android Phone / Tablet
10723417718,233578950,2019-05-11 14:01:04,2019-05-11 14:06:38,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately conservative,Yes,White or Caucasian,Strongly oppose,45-60,Female,"$50,000-$74,999",East North Central,iOS Phone / Tablet
10723417621,233578950,2019-05-11 14:01:01,2019-05-11 14:04:07,"Yes, I will likely vote in my state's Republican primary or caucus",Moderately conservative,Yes,White or Caucasian,I don't know,45-60,Female,"$25,000-$49,999",Mountain,Android Phone / Tablet
10723417584,233578950,2019-05-11 14:00:52,2019-05-11 14:08:41,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,White or Caucasian,Support,18-29,Female,"$0-$9,999",East South Central,iOS Phone / Tablet
10723417371,233578950,2019-05-11 14:01:01,2019-05-11 14:02:04,"Yes, I will likely vote in my state's Democratic primary or caucus",Slightly conservative,Yes,White or Caucasian,Strongly oppose,18-29,Male,"$150,000-$174,999",East North Central,iOS Phone / Tablet
10723417334,233578950,2019-05-11 14:00:56,2019-05-11 14:01:49,"Yes, I will likely vote in my state's Republican primary or caucus",Very liberal,Yes,White or Caucasian,Strongly oppose,18-29,Male,"$10,000-$24,999",New England,iOS Phone / Tablet
10723414917,233578950,2019-05-11 13:57:56,2019-05-11 13:59:01,I don't know or I'd rather not say,I don't know or I'd rather not say,No,White or Caucasian,I don't know,45-60,Female,"$10,000-$24,999",Middle Atlantic,iOS Phone / Tablet
10723413759,233578950,2019-05-11 13:56:44,2019-05-11 13:58:18,"Yes, I will likely vote in my state's Democratic primary or caucus",Slightly liberal,Yes,White or Caucasian,Somewhat oppose,18-29,Male,"$125,000-$149,999",South Atlantic,Android Phone / Tablet
10723413646,233578950,2019-05-11 13:55:59,2019-05-11 14:04:50,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",Moderately conservative,Yes,Hispanic or Latino,Support,45-60,Male,"$75,000-$99,999",New England,iOS Phone / Tablet
10723413463,233578950,2019-05-11 13:55:56,2019-05-11 14:00:23,I don't know or I'd rather not say,Very conservative,No,White or Caucasian,Neither support nor oppose,,,,,
10723412434,233578950,2019-05-11 13:54:50,2019-05-11 13:58:38,"Yes, I will likely vote in my state's Republican primary or caucus",Moderately conservative,No,Hispanic or Latino,Somewhat support,30-44,Male,"$50,000-$74,999",Middle Atlantic,Android Phone / Tablet
10723411772,233578950,2019-05-11 13:54:17,2019-05-11 13:58:02,"Yes, I will likely vote in my state's Republican primary or caucus",Slightly conservative,Yes,White or Caucasian,Neither support nor oppose,18-29,Male,"$50,000-$74,999",West North Central,Android Phone / Tablet
10723411548,233578950,2019-05-11 13:54:07,2019-05-11 13:57:07,"Yes, I will likely vote in my state's Republican primary or caucus",Slightly conservative,Yes,White or Caucasian,I don't know,30-44,Male,"$75,000-$99,999",East South Central,iOS Phone / Tablet
10723411011,233578950,2019-05-11 13:53:15,2019-05-11 13:58:18,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",Very conservative,Unsure / Don’t know,White or Caucasian,Neither support nor oppose,18-29,Male,"$75,000-$99,999",Mountain,iOS Phone / Tablet
10723410443,233578950,2019-05-11 13:52:39,2019-05-11 14:03:08,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,White or Caucasian,Neither support nor oppose,30-44,Female,"$50,000-$74,999",East North Central,iOS Phone / Tablet
10723407962,233578950,2019-05-11 13:44:46,2019-05-11 13:50:27,I don't know or I'd rather not say,Slightly liberal,Yes,White or Caucasian,Support,18-29,Male,"$100,000-$124,999",Pacific,Other
10723407198,233578950,2019-05-11 13:27:13,2019-05-11 13:56:51,"Yes, I will likely vote in my state's Republican primary or caucus",Very conservative,Yes,Asian or Asian American,Neither support nor oppose,,,,,
10723405558,233578950,2019-05-11 13:47:04,2019-05-11 13:53:08,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,White or Caucasian,Strongly support,,,,,
10723404377,233578950,2019-05-11 13:46:11,2019-05-11 13:48:53,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately conservative,Yes,White or Caucasian,I don't know,18-29,Male,"$25,000-$49,999",East North Central,Android Phone / Tablet
10723404135,233578950,2019-05-11 13:45:50,2019-05-11 13:47:53,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",Neither liberal nor conservative,No,Black or African American,I don't know,18-29,Male,Prefer not to answer,East North Central,Android Phone / Tablet
10723401746,233578950,2019-05-11 13:43:10,2019-05-11 13:46:48,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately conservative,Yes,White or Caucasian,Neither support nor oppose,45-60,Male,"$150,000-$174,999",West South Central,iOS Phone / Tablet
10723401370,233578950,2019-05-11 13:42:52,2019-05-11 13:43:29,"Yes, I will likely vote in my state's Democratic primary or caucus",Slightly conservative,Yes,White or Caucasian,Support,30-44,Female,"$50,000-$74,999",West North Central,iOS Phone / Tablet
10723400767,233578950,2019-05-11 13:42:00,2019-05-11 13:44:50,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",I don't know or I'd rather not say,No,Asian or Asian American,Neither support nor oppose,18-29,Male,"$25,000-$49,999",West South Central,iOS Phone / Tablet
10723400381,233578950,2019-05-11 13:41:05,2019-05-11 13:55:28,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",Neither liberal nor conservative,Yes,White or Caucasian,Somewhat oppose,30-44,Male,"$125,000-$149,999",Pacific,Android Phone / Tablet
10723395551,233578950,2019-05-11 13:35:55,2019-05-11 13:38:37,"Yes, I will likely vote in my state's Democratic primary or caucus",Very liberal,Yes,Asian or Asian American,Somewhat support,,,,,
10723395029,233578950,2019-05-11 13:35:10,2019-05-11 13:38:16,"Yes, I will likely vote in my state's Republican primary or caucus",Moderately conservative,Yes,White or Caucasian,Neither support nor oppose,,,,,
10723392836,233578950,2019-05-11 13:32:28,2019-05-11 13:36:29,"Yes, I will likely vote in my state's Republican primary or caucus",Neither liberal nor conservative,Yes,Asian or Asian American,Neither support nor oppose,18-29,Female,"$25,000-$49,999",East North Central,Android Phone / Tablet
10723392464,233578950,2019-05-11 13:32:14,2019-05-11 13:34:41,I don't know or I'd rather not say,Slightly liberal,Yes,White or Caucasian,Somewhat support,30-44,Female,"$50,000-$74,999",West South Central,Android Phone / Tablet
10723392462,233578950,2019-05-11 13:32:12,2019-05-11 13:36:27,"Yes, I will likely vote in my state's Democratic primary or caucus",Very liberal,Yes,White or Caucasian,Strongly support,30-44,Male,"$150,000-$174,999",South Atlantic,Android Phone / Tablet
10723389494,233578950,2019-05-11 13:28:54,2019-05-11 13:31:22,I don't know or I'd rather not say,I don't know or I'd rather not say,No,Hispanic or Latino,Strongly support,18-29,Female,Prefer not to answer,South Atlantic,Android Phone / Tablet
10723386477,233578950,2019-05-11 13:25:40,2019-05-11 13:28:40,I don't know or I'd rather not say,Neither liberal nor conservative,Yes,Hispanic or Latino,Neither support nor oppose,18-29,Male,"$0-$9,999",New England,Android Phone / Tablet
10723385919,233578950,2019-05-11 13:00:52,2019-05-11 13:25:25,"Yes, I will likely vote in my state's Democratic primary or caucus",Very liberal,Yes,White or Caucasian,Strongly support,18-29,Female,"$25,000-$49,999",Pacific,Other
10723383087,233578950,2019-05-11 13:21:30,2019-05-11 13:28:23,"Yes, I will likely vote in my state's Republican primary or caucus",Slightly conservative,Yes,White or Caucasian,Neither support nor oppose,30-44,Female,"$10,000-$24,999",West South Central,Android Phone / Tablet
10723379068,233578950,2019-05-11 13:17:17,2019-05-11 13:46:09,I don't know or I'd rather not say,Slightly liberal,Unsure / Don’t know,White or Caucasian,Neither support nor oppose,30-44,Female,"$100,000-$124,999",New England,iOS Phone / Tablet
10723378776,233578950,2019-05-11 13:16:04,2019-05-11 13:21:38,"Yes, I will likely vote in my state's Democratic primary or caucus",I don't know or I'd rather not say,Yes,White or Caucasian,Neither support nor oppose,18-29,Female,Prefer not to answer,Pacific,iOS Phone / Tablet
10723378183,233578950,2019-05-11 13:15:49,2019-05-11 13:20:53,"Yes, I will likely vote in my state's Republican primary or caucus",Slightly conservative,Yes,White or Caucasian,Neither support nor oppose,45-60,Female,Prefer not to answer,West South Central,iOS Phone / Tablet
