Respondent ID,Start Date,End Date,What best describes your political beliefs?,Are you a registered voter?,Which race/ethnicity best describes you? (Please choose only one.),Do you think you will participate in the 2020 presidential primary?,Have you had student loans?,"A proposal would cancel $50,000 of student loan debt for those in households making less than $100,000 per year. For households earning between with $100,000 and $250,000, the proposal would cancel a sliding amount of student loan debt. Those earning $250,000 or more would not have debt cancelled. The plan would also end the taxation of canceled debt as income, and would make private loans eligible for debt cancellation.How do you feel about this plan?",Age,Gender,Household Income,Region,Device Type
10691099190,2019-04-27 1:26:14,2019-04-27 1:30:16,Slightly liberal,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","Yes, but I finished paying off those loans.",Somewhat support,> 60,Male,"$25,000-$49,999",Pacific,Windows Desktop / Laptop
10691099173,2019-04-27 1:26:18,2019-04-27 1:29:54,Slightly conservative,Yes,White or Caucasian,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus","Yes, I am currently paying off my student loan.",Support,30-44,Male,"$100,000-$124,999",East South Central,iOS Phone / Tablet
10691097929,2019-04-27 1:22:35,2019-04-27 1:35:56,Slightly liberal,No,Native Hawaiian or other Pacific Islander,"Yes, I will likely vote in my state's Republican primary or caucus","No, I didn't attend college or grad school",Oppose,45-60,Female,"$10,000-$24,999",Pacific,Android Phone / Tablet
10691097463,2019-04-27 1:09:55,2019-04-27 1:25:43,Moderately liberal,Yes,Asian or Asian American,"Yes, I will likely vote in my state's Democratic primary or caucus","Yes, I am currently paying off my student loan.",Support,18-29,Male,"$25,000-$49,999",Pacific,Android Phone / Tablet
10691097018,2019-04-27 1:22:38,2019-04-27 1:24:05,I don't know or I'd rather not say,Unsure / Don’t know,Another race,I don't know or I'd rather not say,I don't know,I don't know,45-60,Male,"$0-$9,999",Pacific,iOS Phone / Tablet
10691095933,2019-04-27 1:20:42,2019-04-27 1:21:39,Very conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","Yes, I am currently paying off my student loan.",Strongly support,30-44,Male,"$25,000-$49,999",Middle Atlantic,iOS Phone / Tablet
10691095458,2019-04-27 1:19:26,2019-04-27 1:24:58,Slightly liberal,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","Yes, I am currently paying off my student loan.",Somewhat support,45-60,Male,"$100,000-$124,999",Middle Atlantic,Android Phone / Tablet
10691095354,2019-04-27 1:19:07,2019-04-27 1:20:37,Neither liberal nor conservative,Yes,White or Caucasian,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",,,,,,,
10691095026,2019-04-27 1:18:57,2019-04-27 1:20:59,Neither liberal nor conservative,Yes,White or Caucasian,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",,,,,,,
10691093354,2019-04-27 1:15:12,2019-04-27 1:25:04,Neither liberal nor conservative,No,White or Caucasian,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus","No, I did not need to take a loan to attend college",Neither support nor oppose,30-44,Male,"$25,000-$49,999",Middle Atlantic,Android Phone / Tablet
10691093063,2019-04-27 1:15:46,2019-04-27 1:19:13,Very liberal,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","No, I didn't attend college or grad school",Strongly oppose,> 60,Female,"$50,000-$74,999",New England,Android Phone / Tablet
10691092095,2019-04-27 1:13:01,2019-04-27 1:20:03,Moderately conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Republican primary or caucus","No, I did not need to take a loan to attend college",,,,,,
10691091377,2019-04-27 1:12:55,2019-04-27 1:13:52,I don't know or I'd rather not say,Unsure / Don’t know,Another race,I don't know or I'd rather not say,I don't know,I don't know,45-60,Female,"$50,000-$74,999",New England,Android Phone / Tablet
10691091189,2019-04-27 1:12:13,2019-04-27 1:16:36,Moderately conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Republican primary or caucus","No, I did not need to take a loan to attend college",Support,45-60,Male,"$10,000-$24,999",East North Central,Android Phone / Tablet
10691089347,2019-04-27 1:09:19,2019-04-27 1:11:41,Slightly conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","Yes, but I finished paying off those loans.",Strongly support,45-60,Female,"$10,000-$24,999",South Atlantic,Android Phone / Tablet
10691088927,2019-04-27 1:08:35,2019-04-27 1:11:52,Moderately conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Republican primary or caucus","Yes, but I finished paying off those loans.",Strongly oppose,45-60,Male,"$75,000-$99,999",West North Central,iOS Phone / Tablet
10691088641,2019-04-27 1:08:06,2019-04-27 1:11:35,Neither liberal nor conservative,Yes,Asian or Asian American,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus","No, I did not need to take a loan to attend college",Support,18-29,Male,"$10,000-$24,999",Pacific,Android Phone / Tablet
10691088362,2019-04-27 1:07:08,2019-04-27 1:13:42,Moderately conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Republican primary or caucus","No, I didn't attend college or grad school",Somewhat oppose,> 60,Male,"$100,000-$124,999",West South Central,Other
10691087700,2019-04-27 1:06:02,2019-04-27 1:13:56,Slightly conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","No, I did not need to take a loan to attend college",Strongly support,> 60,Female,"$50,000-$74,999",Pacific,iOS Phone / Tablet
10691087500,2019-04-27 1:05:48,2019-04-27 1:08:29,Neither liberal nor conservative,Yes,White or Caucasian,I don't know or I'd rather not say,,,,,,,
10691086126,2019-04-27 1:03:47,2019-04-27 1:07:32,Very liberal,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","Yes, but I finished paying off those loans.",Strongly support,> 60,Male,"$25,000-$49,999",West South Central,Windows Desktop / Laptop
10691085228,2019-04-27 1:02:15,2019-04-27 1:05:11,Neither liberal nor conservative,Yes,White or Caucasian,I don't know or I'd rather not say,"No, I did not need to take a loan to attend college",I don't know,45-60,Female,"$50,000-$74,999",South Atlantic,iOS Phone / Tablet
10691083352,2019-04-27 0:59:04,2019-04-27 1:04:22,Very liberal,Yes,White or Caucasian,"Yes, I will likely vote in my state's Republican primary or caucus","No, I didn't attend college or grad school",Oppose,45-60,Female,"$10,000-$24,999",East North Central,Android Phone / Tablet
10691082732,2019-04-27 0:57:56,2019-04-27 1:06:18,Moderately liberal,Yes,Black or African American,"Yes, I will likely vote in my state's Democratic primary or caucus","No, I did not need to take a loan to attend college",Support,> 60,Male,"$125,000-$149,999",Pacific,Windows Desktop / Laptop
10691080946,2019-04-27 0:55:32,2019-04-27 0:58:05,Moderately liberal,No,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","Yes, I am currently paying off my student loan.",Strongly support,45-60,Female,"$10,000-$24,999",Pacific,Android Phone / Tablet
10691080474,2019-04-27 0:54:43,2019-04-27 0:59:49,Slightly conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Republican primary or caucus","No, I did not need to take a loan to attend college",Support,> 60,Male,"$100,000-$124,999",Pacific,Windows Desktop / Laptop
10691079121,2019-04-27 0:52:27,2019-04-27 0:56:18,Very liberal,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","Yes, I am currently paying off my student loan.",Support,45-60,Female,"$50,000-$74,999",West North Central,iOS Phone / Tablet
10691078797,2019-04-27 0:52:08,2019-04-27 0:53:19,Neither liberal nor conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","No, I did not need to take a loan to attend college",Strongly support,18-29,Male,"$100,000-$124,999",Pacific,iOS Phone / Tablet
10691078376,2019-04-27 0:51:28,2019-04-27 0:52:16,Moderately conservative,Yes,White or Caucasian,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus","No, I did not need to take a loan to attend college",Somewhat support,45-60,Male,"$150,000-$174,999",South Atlantic,iOS Phone / Tablet
10691077415,2019-04-27 0:49:19,2019-04-27 0:54:46,Very liberal,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","Yes, but I finished paying off those loans.",Somewhat oppose,> 60,Female,"$25,000-$49,999",West North Central,Android Phone / Tablet
10691077338,2019-04-27 0:49:20,2019-04-27 0:53:03,Very conservative,Yes,White or Caucasian,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus","No, I didn't attend college or grad school",Strongly oppose,> 60,Female,"$50,000-$74,999",West North Central,iOS Phone / Tablet
10691076762,2019-04-27 0:48:26,2019-04-27 0:52:36,Neither liberal nor conservative,Yes,White or Caucasian,I don't know or I'd rather not say,"Yes, but I finished paying off those loans.",Strongly oppose,45-60,Male,"$50,000-$74,999",Pacific,Android Phone / Tablet
10691075705,2019-04-27 0:46:16,2019-04-27 0:50:02,Very liberal,Yes,Asian or Asian American,I don't know or I'd rather not say,I am incurring student loans now,Oppose,45-60,Female,"$75,000-$99,999",Pacific,Android Phone / Tablet
10691075285,2019-04-27 0:44:42,2019-04-27 0:51:02,Neither liberal nor conservative,Yes,Black or African American,"Yes, I will likely vote in my state's Democratic primary or caucus","No, I did not need to take a loan to attend college",Support,45-60,Male,"$75,000-$99,999",East North Central,iOS Phone / Tablet
10691074352,2019-04-27 0:44:18,2019-04-27 0:48:25,Moderately liberal,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","No, I did not need to take a loan to attend college",Strongly support,> 60,Male,"$75,000-$99,999",Pacific,Windows Desktop / Laptop
10691073473,2019-04-27 0:42:38,2019-04-27 0:47:56,Neither liberal nor conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Republican primary or caucus","Yes, but I finished paying off those loans.",Neither support nor oppose,45-60,Female,"$50,000-$74,999",West South Central,iOS Phone / Tablet
10691072432,2019-04-27 0:40:40,2019-04-27 0:49:46,Very liberal,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","Yes, but I finished paying off those loans.",Support,45-60,Male,"$10,000-$24,999",Middle Atlantic,Android Phone / Tablet
10691072234,2019-04-27 0:40:41,2019-04-27 0:47:19,Very liberal,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus",I don't know,Somewhat support,45-60,Male,"$25,000-$49,999",West South Central,iOS Phone / Tablet
10691071674,2019-04-27 0:39:34,2019-04-27 0:43:25,Slightly liberal,Yes,White or Caucasian,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus","Yes, I am currently paying off my student loan.",Strongly support,45-60,Female,"$125,000-$149,999",Pacific,Android Phone / Tablet
10691071296,2019-04-27 0:37:01,2019-04-27 0:46:50,I don't know or I'd rather not say,Yes,White or Caucasian,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus","No, I did not need to take a loan to attend college",Neither support nor oppose,,,,,
10691070232,2019-04-27 0:37:28,2019-04-27 0:38:49,Very liberal,Yes,Black or African American,I don't know or I'd rather not say,I am incurring student loans now,Somewhat support,18-29,Male,"$10,000-$24,999",South Atlantic,iOS Phone / Tablet
10691069577,2019-04-27 0:35:34,2019-04-27 0:40:14,Neither liberal nor conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus",I am incurring student loans now,Somewhat support,18-29,Male,"$50,000-$74,999",West North Central,iOS Phone / Tablet
10691069575,2019-04-27 0:36:23,2019-04-27 0:38:17,Moderately liberal,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","No, I did not need to take a loan to attend college",Somewhat support,45-60,Female,"$10,000-$24,999",West North Central,Android Phone / Tablet
10691067821,2019-04-27 0:33:20,2019-04-27 0:40:42,Slightly liberal,Yes,Hispanic or Latino,"Yes, I will likely vote in my state's Democratic primary or caucus","No, I did not need to take a loan to attend college",Support,45-60,Female,"$75,000-$99,999",South Atlantic,iOS Phone / Tablet
10691067072,2019-04-27 0:32:13,2019-04-27 0:37:31,Neither liberal nor conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Republican primary or caucus","Yes, but I finished paying off those loans.",Neither support nor oppose,45-60,Male,"$10,000-$24,999",New England,Android Phone / Tablet
10691065662,2019-04-27 0:30:00,2019-04-27 0:34:32,Moderately liberal,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","Yes, but I finished paying off those loans.",Strongly oppose,45-60,Female,"$10,000-$24,999",West North Central,iOS Phone / Tablet
10691065194,2019-04-27 0:29:06,2019-04-27 0:36:29,Moderately liberal,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","Yes, but I finished paying off those loans.",Somewhat support,> 60,Male,"$50,000-$74,999",South Atlantic,Windows Desktop / Laptop
10691064144,2019-04-27 0:26:54,2019-04-27 0:30:09,Moderately liberal,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus",,,,,,,
10691063293,2019-04-27 0:25:55,2019-04-27 0:30:27,Moderately liberal,Yes,Hispanic or Latino,"Yes, I will likely vote in my state's Democratic primary or caucus","Yes, but I finished paying off those loans.",Support,> 60,Male,"$100,000-$124,999",South Atlantic,iOS Phone / Tablet
10691063287,2019-04-27 0:26:10,2019-04-27 0:27:42,Neither liberal nor conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Republican primary or caucus","No, I didn't attend college or grad school",,,,,,
10691062435,2019-04-27 0:21:21,2019-04-27 0:28:04,Slightly conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Republican primary or caucus","Yes, I am currently paying off my student loan.",Support,30-44,Female,"$25,000-$49,999",West South Central,iOS Phone / Tablet
10691062372,2019-04-27 0:24:38,2019-04-27 0:29:04,Very conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Republican primary or caucus","No, I did not need to take a loan to attend college",Neither support nor oppose,18-29,Female,"$50,000-$74,999",Mountain,iOS Phone / Tablet
10691062308,2019-04-27 0:24:36,2019-04-27 0:28:31,Slightly conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Republican primary or caucus","Yes, I am currently paying off my student loan.",Somewhat support,30-44,Female,"$50,000-$74,999",East North Central,iOS Phone / Tablet
